val_acc, auc, val_acc_certain, auc_certain, batch_size, lstm_size, dense_size, regularization lstm, eta
0.640111111111,0.706190076851,0.714505283679,0.731690891912,256,70,1148,0.06555901521467498,0.00293525737776347
0.612111111111,0.707278597833,0.663539599511,0.713182082471,128,143,1195,0.05993332811945469,0.0017180969692413195
0.652888888889,0.712885936352,0.735281478375,0.77295842355,64,552,888,0.09754193143223278,0.000353443997385358
0.522666666667,0.5,0,0,32,411,956,0.09035985235695297,0.003131503936714671
0.643888888889,0.702412696631,0.716946377429,0.759441288578,32,189,1350,0.01850914146665458,0.0016418073252191974
0.615111111111,0.707708506034,0.658894070778,0.690221203975,64,558,727,0.0514258555562076,0.0012778011340194343
0.641333333333,0.710666486247,0.697202320068,0.725939329275,128,661,1228,0.017633039195056457,0.0020584182408472512
0.522666666667,0.499893707483,0,0,128,330,727,0.0981224092752023,0.002973318783883535
0.648444444444,0.707783289352,0.699786850225,0.731930269931,64,531,1087,0.019248656807470878,0.0019219811077087626
0.522666666667,0.5,0,0,64,477,823,0.08119379277879146,0.0032766956232716505
0.522666666667,0.497224543041,0,0,256,516,1156,0.09346172532261354,0.003218932503680694
0.652222222222,0.710995990575,0.712341364592,0.754572677329,256,721,1310,0.09471870709402799,0.0007293100576748855
0.633,0.69917332331,0.706271331058,0.727246217866,32,113,820,0.07271870152673869,0.0017329751998916298
0.657222222222,0.712265921412,0.729779039148,0.76554683519,64,686,124,0.0541523336392578,0.0006565042759526147
0.650555555556,0.712648522514,0.716434336067,0.758958602955,256,449,529,0.02967805162533882,0.00150393458077121
0.522666666667,0.491507435726,0.522666666667,0.491507435726,64,813,661,0.08919957379107056,0.0033401276017480555
